Mun_id,Municipio,Poblacion_total,Porcentaje_pob_ext,Nacimiento_extranjero,Unión Europea ,Resto de Europa,África,América del Norte,América Central y del Caribe,América del Sur,Otros países de América_x,Asia,Oceanía,Albania,Austria,Belgica,Bulgaria,Chipre,Dinamarca,España,Finlandia,Francia,Grecia,Hungría,Irlanda,Islandia,Italia,Liechtenstein,Luxemburgo,Malta,Mónaco,Noruega,Países Bajos,Polonia,Portugal,Andorra,Reino Unido,Alemania,Rumanía,San Marino,Santa Sede,Suecia,Suiza,Ucrania,Letonia,Moldavia,Belarús,Georgia,Estonia,Lituania,República Checa,Eslovaquia,Bosnia y Herzegovina,Croacia,Eslovenia,Armenia,Rusia,Macedonia,Serbia,Montenegro,Otros países de Europa,Burkina Faso,Angola,Argelia,Benin,Botswana,Burundi,Cabo Verde,Camerún,Comoras,Congo,Costa de Marfil,Djibouti,Egipto,Etiopía,Gabón,Gambia,Ghana,Guinea,Guinea Bissau,Guinea Ecuatorial,Kenia,Lesotho,Liberia,Libia,Madagascar,Malawi,Mali,Marruecos,Mauricio,Mauritania,Mozambique,Namibia,Níger,Nigeria,República Centroafricana,Sudáfrica,Rwanda,Santo Tomé y Príncipe,Senegal,Seychelles,Sierra Leona,Somalia,Sudán,Swazilandia,Tanzania,Chad,Togo,Túnez,Uganda,República Democrática del Congo,Zambia,Zimbabwe,Eritrea,Sudán del Sur,Otros países de África,Canadá,Estados Unidos de América,México,Antigua y Barbuda,Bahamas,Barbados,Belice,Costa Rica,Cuba,Dominica,El Salvador,Granada,Guatemala,Haití,Honduras,Jamaica,Nicaragua,Panamá,San Vicente y Las Granadinas,República Dominicana,Trinidad Y Tobago,Santa Lucía,San Cristobal y Nieves,Argentina,Bolivia,Brasil,Colombia,Chile,Ecuador,Guyana,Paraguay,Perú,Surinám,Uruguay,Venezuela,Otros países de América_y,Afganistán,Arabia Saudita,Bahrein,Bangladesh,Myanmar,China,Emiratos Árabes Unidos,Filipinas,India,Indonesia,Iraq,Irán,Israel,Japón,Jordania,Camboya,Kuwait,Laos,Líbano,Malasia,Maldivas,Mongolia,Nepal,Omán,Pakistán,Qatar,Corea del Sur,Corea del Norte,Singapur,Siria,Sri Lanka,Tailandia,Turquía,Vietnam,Brunei,Islas Marshall,Yemen,Azerbaiyán,Kazajstán,Kirguistán,Tayikistán,Turkmenistán,Uzbekistán,Bhutan,Otros países de Asia,Australia,Fiji,Nueva Zelanda,Papua Nueva Guinea,Islas Salomón,Samoa,Tonga,Vanuatu,Micronesia,Tuvalu,Timor Oriental,Apátridas,Otros países de Oceanía,_merge
0225,Boadilla del Monte,59052,13.445777,7940,52628,534,303,608,522,3677,0,753,27,1,8,21,53,1,6,3666,11,150,24,5,19,2,370,0,1,0,0,7,55,62,165,0,151,92,422,0,0,16,9,51,1,5,6,3,1,8,2,3,1,3,3,0,23,2,1,0,0,0,9,5,0,0,0,4,0,0,2,1,0,2,0,0,0,2,1,0,7,3,0,0,0,0,0,1,80,0,0,0,0,0,2,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,113,115,0,0,0,0,3,40,0,7,0,4,0,165,0,22,11,0,21,0,0,0,164,49,139,263,44,32,0,127,129,0,20,334,0,0,0,0,2,0,325,0,58,39,1,4,16,1,14,0,0,0,0,4,0,0,0,2,0,8,0,29,0,0,7,0,0,25,3,0,0,0,0,1,0,0,5,0,0,6,8,0,2,0,0,1,0,0,0,0,0,1,0,both
0231,Boalo (El),8009,13.509802,1082,7306,60,171,35,48,345,0,40,4,0,0,4,129,0,0,385,0,20,2,1,3,0,20,0,0,0,0,0,4,8,11,0,23,18,110,0,0,1,0,3,0,1,0,0,0,0,2,4,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,116,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,0,4,0,0,0,4,0,0,0,0,8,0,0,0,11,22,16,23,10,3,0,36,10,0,2,22,0,0,0,0,5,0,8,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,both
0246,Braojos,218,10.091743,22,209,0,2,1,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0259,Brea de Tajo,523,14.149139,74,487,0,12,0,3,20,0,1,0,0,0,0,0,0,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0262,Brunete,10726,23.000187,2467,9317,106,273,40,163,769,0,54,4,0,0,7,24,0,0,659,0,35,7,2,3,0,66,0,0,0,0,0,4,20,39,0,20,10,823,0,0,2,0,28,2,8,0,7,0,1,1,0,0,0,0,0,8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,2,176,0,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0,0,0,8,0,11,0,0,0,74,0,3,0,0,11,0,0,0,29,29,15,81,10,20,0,40,27,0,1,78,0,0,0,0,0,0,25,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0278,Buitrago del Lozoya,1940,25.824741,501,1622,26,67,8,44,138,0,35,0,4,0,0,85,0,0,104,0,0,0,0,0,0,2,0,0,0,0,0,0,12,3,0,1,0,79,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,12,0,0,0,1,0,4,0,0,7,0,0,0,3,2,8,44,1,3,0,1,11,0,1,14,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0284,Bustarviejo,2701,14.068863,380,2385,35,90,10,36,129,0,15,1,0,1,1,2,0,1,156,0,0,0,0,1,0,12,0,0,0,0,0,0,16,3,0,2,2,15,0,0,0,0,15,0,0,2,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,4,0,12,0,4,0,0,1,0,0,0,8,3,1,18,0,1,0,0,11,0,2,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0297,Cabanillas de la Sierra,837,12.066906,101,755,13,12,4,16,37,0,0,0,0,0,0,2,0,0,37,0,2,0,0,1,0,5,0,0,0,0,0,1,1,2,0,5,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7,0,0,0,5,0,1,0,0,1,0,0,0,1,2,0,3,1,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0301,Cabrera (La),2782,19.662113,547,2455,53,115,6,36,110,0,7,0,0,1,0,37,0,0,157,0,2,0,1,0,0,8,0,0,0,0,0,0,9,7,0,6,3,141,0,0,0,0,39,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,3,0,4,0,1,0,12,0,1,0,0,0,0,0,0,2,1,1,6,9,2,0,5,0,0,2,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0318,Cadalso de los Vidrios,3203,15.672807,502,2903,17,178,5,22,75,0,3,0,0,0,0,6,0,0,70,0,0,0,0,0,0,6,0,0,0,0,0,0,13,7,0,3,1,168,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,148,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,3,0,3,0,0,0,2,0,1,0,0,3,0,0,0,4,7,0,5,1,2,0,3,6,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,both
0323,Camarma de Esteruelas,7555,13.990735,1057,6882,33,94,73,105,306,0,61,1,0,0,2,33,0,1,322,0,7,0,0,0,0,23,0,0,0,0,0,3,22,10,0,9,3,239,0,0,1,0,13,0,1,0,0,0,1,1,4,0,0,0,0,2,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,52,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,0,0,0,0,0,10,1,13,0,0,0,4,0,18,0,0,17,0,0,0,13,4,16,23,5,13,1,5,6,0,1,26,0,0,0,0,0,0,28,0,2,1,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0339,Campo Real,6416,18.298004,1174,5874,24,102,17,63,297,0,38,1,0,0,3,37,0,0,288,1,2,0,0,2,0,15,0,0,0,0,0,0,5,15,0,4,3,513,0,0,1,0,1,0,3,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,13,0,0,0,0,0,5,0,2,0,0,8,0,0,0,7,4,8,31,2,8,0,11,24,0,2,27,0,6,0,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0344,Canencia,461,10.4121475,48,428,2,9,5,5,12,0,0,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0357,Carabaña,2142,18.814192,403,1937,16,19,7,47,103,0,13,0,0,0,0,2,0,0,91,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,6,1,182,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,7,0,6,0,0,8,0,0,0,1,1,4,14,5,6,0,3,10,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0360,Casarrubuelos,3939,10.002539,394,3640,10,72,5,19,167,0,26,0,0,0,0,4,0,0,150,0,0,0,1,0,0,9,0,0,0,0,0,0,1,7,0,0,1,74,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,16,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,2,0,0,0,2,1,1,21,1,10,0,1,6,0,3,13,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0376,Cenicientos,2083,12.337975,257,1920,6,110,0,12,29,0,6,0,0,0,0,2,0,0,51,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,1,1,0,3,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0382,Cercedilla,7359,15.844544,1166,6413,80,362,25,145,291,0,39,4,0,1,2,34,0,0,334,0,9,0,0,4,0,21,0,0,0,0,0,7,16,7,0,34,6,77,0,0,1,0,18,0,0,1,0,0,0,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,6,0,2,0,1,0,53,0,5,3,0,27,0,0,0,13,2,17,42,4,17,0,5,25,0,7,10,0,0,0,0,0,0,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,both
0395,Cervera de Buitrago,158,8.227848,13,148,0,4,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0409,Ciempozuelos,25083,21.83152,5476,21059,191,1102,37,392,2140,0,160,2,2,2,1,125,0,1,1916,0,10,2,2,1,0,64,0,0,0,0,2,4,102,53,0,14,9,993,0,0,0,0,77,0,18,0,4,1,5,4,0,0,0,0,17,6,0,0,0,0,1,2,5,0,0,0,26,10,0,2,1,0,0,0,0,0,0,3,2,37,1,0,0,0,0,0,3,629,0,0,0,0,0,56,0,1,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,8,8,0,0,0,0,2,50,1,19,0,11,0,50,0,4,2,0,38,0,0,0,46,23,52,277,17,89,0,32,144,0,13,235,0,1,0,0,1,0,61,0,6,1,0,5,2,0,0,7,0,0,0,0,0,0,0,1,0,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0416,Cobeña,7444,16.389038,1220,6711,100,53,34,74,421,0,48,3,0,0,5,4,0,0,423,6,32,3,0,4,0,35,0,0,0,0,1,13,12,20,0,33,15,298,0,0,2,0,11,0,20,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,6,0,8,0,0,0,19,0,2,0,0,7,0,0,0,14,9,17,56,3,3,0,23,9,0,1,35,0,0,0,0,0,0,13,0,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0421,Colmenar del Arroyo,1875,19.52,366,1569,11,145,6,9,127,0,8,0,0,0,1,11,0,0,157,0,0,0,1,1,0,3,0,0,0,0,0,0,2,3,0,5,2,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,3,5,5,26,1,10,0,0,4,0,0,5,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0437,Colmenar de Oreja,8303,11.4536915,951,7676,35,122,26,55,355,0,32,2,0,1,3,4,0,0,326,0,11,0,0,0,0,21,0,0,0,0,0,0,15,11,1,4,1,228,0,0,0,1,9,0,4,1,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,13,0,0,0,0,0,5,0,2,0,3,0,6,0,5,0,0,6,0,0,0,9,8,12,23,6,36,0,11,8,0,1,21,0,0,0,0,2,0,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,both
0442,Colmenarejo,9376,17.790102,1668,8155,90,250,48,84,692,1,55,1,0,2,3,7,0,0,678,0,8,0,0,4,0,40,0,0,0,0,0,6,3,20,0,18,10,299,0,0,1,1,26,2,1,2,0,0,0,1,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,8,0,0,0,0,2,3,0,15,0,0,0,23,0,3,0,0,4,0,0,0,9,3,21,75,4,37,0,11,57,0,3,39,1,0,0,0,0,0,20,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,both
0455,Colmenar Viejo,52480,19.081554,10014,44445,355,1382,225,881,4803,0,378,11,0,3,10,226,0,5,4064,7,81,5,5,11,1,226,0,0,0,0,3,33,90,102,0,82,58,1020,0,0,6,4,44,1,13,2,6,0,3,4,2,0,3,0,0,34,0,5,0,0,0,14,8,0,0,0,0,4,0,4,0,0,2,4,0,0,2,3,0,0,0,0,0,0,0,0,2,924,0,0,0,0,1,16,0,1,0,0,2,0,1,0,1,0,0,0,0,1,0,3,0,1,0,0,0,4,45,42,1,0,0,0,1,97,0,71,0,4,0,192,0,16,1,0,83,0,0,0,92,65,88,316,26,445,0,468,192,0,4,315,0,0,0,0,2,0,154,0,8,14,5,0,5,1,11,1,0,0,0,0,0,0,0,0,0,67,0,4,0,5,0,0,1,2,7,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,both
0468,Collado Mediano,7348,18.535656,1362,6400,76,370,49,71,347,0,31,4,0,3,1,217,0,2,477,1,5,0,2,4,0,30,0,1,0,0,0,5,7,15,0,27,6,58,0,0,3,4,12,0,1,1,0,0,1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,2,0,6,0,2,0,28,0,8,0,0,4,0,0,0,10,1,17,37,1,13,0,6,13,0,4,24,0,0,0,0,0,0,8,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,both
0474,Collado Villalba,63825,24.924402,15908,51015,534,2662,165,1235,7786,0,413,15,2,1,4,1204,0,1,6179,1,32,2,6,11,0,245,0,0,0,0,1,17,98,96,0,57,36,1195,0,0,4,2,228,2,13,3,9,1,1,3,1,1,3,1,6,39,0,2,0,0,0,2,19,1,0,0,15,3,0,1,2,0,5,2,0,2,0,6,0,12,0,0,2,0,0,0,4,1840,0,4,2,0,0,12,0,1,1,0,13,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,33,34,0,0,0,0,8,64,0,160,0,13,2,305,0,27,1,0,144,0,0,0,142,116,97,1205,48,354,0,236,475,0,52,628,1,0,0,1,6,0,192,0,22,8,2,0,10,0,10,0,0,0,0,0,0,1,0,0,0,16,0,7,0,0,2,0,1,3,0,0,0,0,0,3,0,0,2,4,0,5,2,0,1,0,0,0,0,0,0,0,0,1,0,both
